time,data
0,14.7199125297572
0.015625,15.9695222702436
0.03125,19.2520387519097
0.046875,22.0293938513451
0.0625,21.3829194175616
0.078125,21.3903125844564
0.09375,19.7044200526843
0.109375,17.7077731340658
0.125,15.9996503658579
0.140625,16.4191391703787
0.15625,16.2777177908246
0.171875,14.2651585776589
0.1875,9.10377838030046
0.203125,3.91863314358554
0.21875,6.45127457773302
0.234375,11.5053896781392
0.25,16.2653693638795
0.265625,21.5462397173983
0.28125,20.4913880438691
0.296875,23.3936907487974
0.3125,32.8312095362945
0.328125,34.5494595558542
0.34375,34.9849090533828
0.359375,37.5957966552927
0.375,35.3087851179645
0.390625,33.3138536592031
0.40625,35.44022896521
0.421875,33.0247450749543
0.4375,33.5509613612497
0.453125,39.068114915596
0.46875,43.1086290635344
0.484375,46.6369077494305
0.5,44.3505682524206
0.515625,42.7029326513907
0.53125,46.4998111487148
0.546875,55.039900818841
0.5625,55.8368626654054
0.578125,49.4224475550405
0.59375,55.1576869628194
0.609375,59.0064977861019
0.625,59.3852221789647
0.640625,63.1748737506744
0.65625,58.054754963837
0.671875,53.0033984333834
0.6875,52.9907339978304
0.703125,50.4781234207422
0.71875,46.4541813303271
0.734375,47.4023378180587
0.75,55.3195526214271
0.765625,55.8458561302974
0.78125,53.3651877988759
0.796875,50.256031743742
0.8125,32.8750950992671
0.828125,22.5344773151089
0.84375,21.4489824019622
0.859375,24.5182283304675
0.875,26.6909580947054
0.890625,19.2158358621056
0.90625,12.343749766497
0.921875,10.1553478731238
0.9375,18.7705705518977
0.953125,21.3874405927661
0.96875,23.374999660437
0.984375,23.1368840925691
1,22.0638892487986
1.015625,33.0264866407617
1.03125,32.8300743140489
1.046875,34.030022999967
1.0625,36.7783584199339
1.078125,33.0984643399879
1.09375,31.0129545381058
1.109375,24.3075980381602
1.125,19.315854161879
1.140625,12.3454406508434
1.15625,10.2262887029529
1.171875,10.3760744827455
1.1875,-1.41332551941262
1.203125,-5.94696311601451
1.21875,-10.2888542422086
1.234375,-8.68119072810229
1.25,-6.15195213789355
1.265625,-6.86388583638474
1.28125,3.59587921799196
1.296875,-9.16378960056084
1.3125,-25.2573785777801
1.328125,-21.8456171196957
1.34375,-18.2420047596433
1.359375,-19.8546123336216
1.375,-24.5860303631507
1.390625,-24.7362372137702
1.40625,-21.5098403998568
1.421875,-21.8933913661886
1.4375,-21.1110899860773
1.453125,-15.9334140821465
1.46875,-16.0469003907824
1.484375,-15.7031540222761
1.5,-13.0415915522247
1.515625,-13.0227321777037
1.53125,-17.4291997617381
1.546875,-21.9682728773797
1.5625,-23.5409560265214
1.578125,-24.9853888097475
1.59375,-24.830158469699
1.609375,-25.7766370384506
1.625,-25.564926042716
1.640625,-19.8234799773871
1.65625,-16.6236754938836
1.671875,-12.0082872955922
1.6875,-11.6318020337403
1.703125,-14.8168808876792
1.71875,-14.7870716730799
1.734375,-21.6902437366581
1.75,-22.2061887111478
1.765625,-23.9419739249236
1.78125,-16.9812434172564
1.796875,-12.7341623165504
1.8125,-19.0765699214791
1.828125,-13.297784021637
1.84375,-7.72671975784995
1.859375,-4.84176097299025
1.875,-10.224484144697
1.890625,-4.30634825977619
1.90625,-2.0763439827252
1.921875,-11.0494829102132
1.9375,0.832016377142601
1.953125,4.83997792684121
1.96875,-0.450823260232852
1.984375,10.7877406522591
2,15.9987971948878
2.015625,5.30116449002301
2.03125,5.89368665123707
2.046875,17.6230856942369
2.0625,14.5206814177964
2.078125,17.1044525065733
2.09375,10.8689549138815
2.109375,-2.2369915500962
2.125,15.399579234545
2.140625,17.200854300592
2.15625,8.61479331488764
2.171875,13.5159960687797
2.1875,14.8047881716072
2.203125,10.2123017456386
2.21875,-1.27871386720024
2.234375,-2.20015402292992
2.25,15.9506289096423
2.265625,17.731490833381
2.28125,2.16547893797313
2.296875,-6.98162279718752
2.3125,-14.7998905344155
2.328125,-23.5843638787483
2.34375,-18.5998247123888
2.359375,-2.77822823393375
2.375,-16.1509927661589
2.390625,-31.5144538839709
2.40625,-22.4331676944672
2.421875,-13.0601111714855
2.4375,-7.28958445615942
2.453125,-1.51855222207287
2.46875,-1.50571275836266
2.484375,-12.3070647531405
2.5,-8.29129414859591
2.515625,2.31252392530514
2.53125,-3.00167312573618
2.546875,-6.57308381907005
2.5625,-1.26039717315011
2.578125,1.27773293015926
2.59375,3.72340841383781
2.609375,6.99527754333163
2.625,2.05666505132871
2.640625,-1.44483479464428
2.65625,1.74947186890697
2.671875,11.0336994495142
2.6875,9.07974659954438
2.703125,4.22834140419122
2.71875,9.16229252630897
2.734375,1.65684941422689
2.75,-13.3077763719597
2.765625,-29.255836200819
2.78125,-21.0753554703438
2.796875,1.09975489659751
2.8125,3.27699806370133
2.828125,7.71899420021174
2.84375,9.27051012388866
2.859375,5.58897857816174
2.875,12.8547496478473
2.890625,25.5593944279176
2.90625,36.1510140168432
2.921875,28.7376765807282
2.9375,36.7693822285008
2.953125,64.8535638787781
2.96875,56.4498599821986
2.984375,35.1817414910702
3,31.3178709580919
3.015625,38.5176944391257
3.03125,47.4879011839051
3.046875,49.3504787467948
3.0625,58.1309632115587
3.078125,74.952072458739
3.09375,87.8426426035307
3.109375,79.6877247556977
3.125,69.1697996702623
3.140625,77.0217601908643
3.15625,83.8058726020229
3.171875,87.0136374442792
3.1875,82.7086104513376
3.203125,76.4937218910034
3.21875,78.2837304904355
3.234375,82.1006383695683
3.25,85.8194206751093
3.265625,83.8118745841477
3.28125,81.2150277381981
3.296875,79.5552158520516
3.3125,81.3767974394687
3.328125,85.9217940328092
3.34375,86.1214123796686
3.359375,88.5901649703322
3.375,92.564165840365
3.390625,97.8339900352274
3.40625,96.2015467388509
3.421875,91.5245140955166
3.4375,92.4584385981525
3.453125,92.7600354266472
3.46875,88.7721365890554
3.484375,96.7199485746239
3.5,107.569642907015
3.515625,96.8597735910479
3.53125,86.4468323640308
3.546875,95.6510896335926
3.5625,100.913307252346
3.578125,90.5000557515382
3.59375,90.1644629018638
3.609375,99.6645992962115
3.625,111.480035933022
3.640625,114.089707833673
3.65625,113.721084695134
3.671875,117.54937693429
3.6875,125.802009920542
3.703125,127.262751985049
3.71875,121.999684534602
3.734375,117.929522773487
3.75,116.707639503383
3.765625,128.716214862209
3.78125,120.32146122718
3.796875,106.152721587791
3.8125,101.117091784313
3.828125,95.5502312360832
3.84375,93.9111765656558
3.859375,88.5022464830031
3.875,80.3236222368583
3.890625,69.5319094060717
3.90625,61.1554439030855
3.921875,57.2359934132948
3.9375,51.3525059526305
3.953125,43.7039197709415
3.96875,38.3073997086064
3.984375,36.5797338941162
4,33.1635489163728
4.015625,24.8924417316557
4.03125,25.2203993500139
4.046875,25.8403634883909
4.0625,23.8293158727919
4.078125,26.275172174379
4.09375,31.3293306730228
4.109375,33.9687278501938
4.125,22.8812299938127
4.140625,8.66816525637322
4.15625,12.2366313266592
4.171875,29.4454801304634
4.1875,34.417824208325
4.203125,31.3127277970368
4.21875,29.2773310675617
4.234375,33.5113313408677
4.25,31.4230725903128
4.265625,30.7508894727296
4.28125,51.6131104553549
4.296875,48.0858299978991
4.3125,22.7811299785238
4.328125,41.5915427214925
4.34375,61.362092002001
4.359375,40.598901721426
4.375,30.3638861278489
4.390625,38.0346784650046
4.40625,57.674442389484
4.421875,53.3112381652484
4.4375,40.3891303160315
4.453125,43.8985063641416
4.46875,57.6324519129927
4.484375,64.6255134468094
4.5,40.4965639267876
4.515625,34.5114854810246
4.53125,38.9517725531607
4.546875,37.7675190764918
4.5625,33.0336036150067
4.578125,19.4818476648164
4.59375,7.95454195358286
4.609375,2.09677667297737
4.625,-2.22936873885207
4.640625,-7.30471366653122
4.65625,-12.3016930812894
4.671875,-25.7102409012777
4.6875,-32.8338043244033
4.703125,-31.7964702990958
4.71875,-34.4707419079556
4.734375,-43.1000802727393
4.75,-50.0809737701685
4.765625,-50.2312626781981
4.78125,-57.7652030604528
4.796875,-69.1408690731926
4.8125,-68.479071366998
4.828125,-55.8569941902809
4.84375,-53.5298176826182
4.859375,-71.4547787519592
4.875,-79.6437533188035
4.890625,-71.6113400070221
4.90625,-79.1745294701116
4.921875,-107.34116250739
4.9375,-105.133535684216
4.953125,-87.8210834300198
4.96875,-90.9009698915285
4.984375,-85.6830414178335
5,-89.4713470970909
5.015625,-109.437334790496
5.03125,-111.400882255209
5.046875,-89.7286531019668
5.0625,-93.0218874023136
5.078125,-110.317164841766
5.09375,-115.826426545273
5.109375,-121.466452596074
5.125,-114.698284896286
5.140625,-113.421379760159
5.15625,-109.111123625542
5.171875,-105.405627486315
5.1875,-108.214083770073
5.203125,-100.073587258712
5.21875,-98.4324339005058
5.234375,-94.3905303132974
5.25,-86.8479280742189
5.265625,-92.3501194741382
5.28125,-97.4598393438052
5.296875,-97.9666571469676
5.3125,-95.5614153485366
5.328125,-99.1705749658826
5.34375,-99.6518679577653
5.359375,-88.9091506889567
5.375,-89.8013038913695
5.390625,-82.8459437447692
5.40625,-76.2155565397863
5.421875,-85.9187987694965
5.4375,-81.1164723416296
5.453125,-63.4812504738416
5.46875,-54.2436906171009
5.484375,-58.23431709299
5.5,-60.1090799035287
5.515625,-59.262843959831
5.53125,-65.4394942782594
5.546875,-72.1453915135642
5.5625,-72.8917368005561
5.578125,-70.2842946917538
5.59375,-66.3658129666451
5.609375,-65.3509512515906
5.625,-71.0401700284701
5.640625,-69.164165819247
5.65625,-60.3603097459092
5.671875,-50.6564841642389
5.6875,-44.2445675338057
5.703125,-44.8981295306542
5.71875,-41.2484538728971
5.734375,-37.0654822986736
5.75,-32.2786386706496
5.765625,-27.0207952926559
5.78125,-26.5099885444101
5.796875,-25.9954049101522
5.8125,-23.341356294391
5.828125,-19.1770290589899
5.84375,-16.8102756635756
5.859375,-16.3484044798306
5.875,-14.2314242663451
5.890625,-12.6753300336463
5.90625,-12.4012886023453
5.921875,-10.1547581653353
5.9375,-7.86181655095791
5.953125,-5.36068631377257
5.96875,-3.59173836977546
5.984375,-3.24475433411891
6,-2.01304212316486
6.015625,-0.134906744633291
6.03125,0.145780998433548
6.046875,-0.487646807157908
6.0625,-1.23959190265632
6.078125,-4.58693646584489
6.09375,-4.75876621503813
6.109375,-3.083267608574
6.125,-4.7033084579754
6.140625,-4.96588455646411
6.15625,-5.9520409624209
6.171875,-5.14429196616173
6.1875,-1.47169749576103
6.203125,-2.02264272641207
6.21875,-1.08447949616263
6.234375,-0.567260596770919
6.25,-0.705079237847807
6.265625,2.12526542482668
6.28125,2.21971451069239
6.296875,1.90639815508858
6.3125,0.780628862357906
6.328125,0.402671249196486
6.34375,2.41254570214738
6.359375,3.03300741637866
6.375,0.831465986856426
6.390625,1.70528076972797
6.40625,2.46624142700064
6.421875,0.808529199059477
6.4375,-0.698786607178677
6.453125,-3.6786748220963
6.46875,-3.01885538986511
6.484375,-5.33122152883342
6.5,-7.38268287453234
6.515625,-7.22090275411437
6.53125,-7.34138628787234
6.546875,-5.20462012997493
6.5625,-5.43992923171434
6.578125,-4.03349342364307
6.59375,-0.351803425947429
6.609375,-0.760434026530596
6.625,-5.1401522755201
6.640625,-6.21680282888574
6.65625,-3.88814138256425
6.671875,-1.05315493459267
6.6875,-2.00054651586529
6.703125,-5.21431139356211
6.71875,-5.09040240393161
6.734375,-3.2563327389024
6.75,-0.61193379713329
6.765625,-3.24035454111279
6.78125,-7.80530115301521
6.796875,-4.20556574883049
6.8125,-2.14995411246549
6.828125,-7.93427255918173
6.84375,-10.2557015408951
6.859375,-9.84531046770174
6.875,-10.9866912331203
6.890625,-13.0023420507775
6.90625,-15.6760431790279
6.921875,-14.1827921403975
6.9375,-12.006276943525
6.953125,-12.240548838171
6.96875,-12.3319094322549
6.984375,-12.1994164718746
7,-11.2673872587181
7.015625,-10.3602937070862
7.03125,-9.11393270136945
7.046875,-10.0108430985146
7.0625,-12.146772763819
7.078125,-11.6225945210265
7.09375,-12.6465386886485
7.109375,-15.0690641153403
7.125,-16.2074947060651
7.140625,-16.8554122520737
7.15625,-19.6235952104381
7.171875,-19.150010324844
7.1875,-17.2936013610151
7.203125,-17.5586705791007
7.21875,-15.9128118820397
7.234375,-17.434546731924
7.25,-17.604457271344
7.265625,-17.2822340859603
7.28125,-16.8064039265491
7.296875,-16.368863657757
7.3125,-16.9659080234407
7.328125,-15.9040334451158
7.34375,-18.9137162673874
7.359375,-19.7916449678594
7.375,-18.2650339980877
7.390625,-19.3532431497448
7.40625,-20.6360496997079
7.421875,-22.2009277540806
7.4375,-22.7937621298979
7.453125,-22.2227066678054
7.46875,-21.7052888109771
7.484375,-19.8250082851333
7.5,-20.9334297384952
7.515625,-21.4676658803911
7.53125,-17.5123112661105
7.546875,-15.3549989029309
7.5625,-15.5789757539923
7.578125,-19.2679512435895
7.59375,-21.1083473452068
7.609375,-21.5648758464845
7.625,-24.4125933771154
7.640625,-26.0507438128878
7.65625,-26.5044615933578
7.671875,-26.0670826384085
7.6875,-25.7292625272494
7.703125,-24.9579027043823
7.71875,-24.0446649724883
7.734375,-22.6366802599949
7.75,-19.7479162906655
7.765625,-17.4575733352177
7.78125,-16.9854228135564
7.796875,-17.1947624875596
7.8125,-17.3715122099573
7.828125,-17.7099567469952
7.84375,-17.1096841114735
7.859375,-16.6050630619647
7.875,-18.0062489366526
7.890625,-19.2309158330759
7.90625,-20.0967539892481
7.921875,-18.7283804336982
7.9375,-16.4517597458443
7.953125,-19.8378640893251
7.96875,-22.686441197482
7.984375,-22.0608227053524
8,-21.1626729241861
8.015625,-20.6799207898881
8.03125,-21.9375206375385
8.046875,-21.8545565928553
8.0625,-21.8110089034026
8.078125,-23.2602131243497
8.09375,-23.3170442542821
8.109375,-24.4145435121086
8.125,-24.4021135344417
8.140625,-24.4683098762812
8.15625,-25.4262642932702
8.171875,-22.3031628004893
8.1875,-21.6315363339985
8.203125,-21.5588847571103
8.21875,-20.4207908771734
8.234375,-19.9945172918948
8.25,-18.8531373364844
8.265625,-18.2082678544157
8.28125,-17.2654343633874
8.296875,-16.4495117863216
8.3125,-14.1893477826088
8.328125,-15.863483011348
8.34375,-20.391215218109
8.359375,-21.5112220810985
8.375,-21.5974749965887
8.390625,-21.9766317209755
8.40625,-22.8726613471434
8.421875,-23.0862280936783
8.4375,-23.6257041236359
8.453125,-23.4146720732895
8.46875,-21.9682321710378
8.484375,-21.5059799507829
8.5,-19.8719591268386
8.515625,-16.9370830325538
8.53125,-16.1370151830896
8.546875,-15.9390742371576
8.5625,-16.6993774383126
8.578125,-19.0417335362912
8.59375,-20.9626669648057
8.609375,-23.5830133354738
8.625,-25.5112886511977
8.640625,-28.1832984988372
8.65625,-29.7077204568147
8.671875,-29.3757761855042
8.6875,-31.6347752588698
8.703125,-34.5520785383897
8.71875,-34.4367522780014
8.734375,-30.8058061028256
8.75,-27.9414625421676
8.765625,-26.8030481746967
8.78125,-23.6147619980121
8.796875,-21.7399211097813
8.8125,-20.7229716708032
8.828125,-16.5241053822936
8.84375,-14.5494945708544
8.859375,-16.1756791957737
8.875,-16.9229168638566
8.890625,-16.8868465739453
8.90625,-17.9870698978707
8.921875,-16.9204496567338
8.9375,-15.5574833488615
8.953125,-16.1875670079287
8.96875,-13.6154653972816
8.984375,-12.0081087207334
9,-11.8220729919587
9.015625,-9.2769627592334
9.03125,-5.89249711868122
9.046875,-2.5508001288358
9.0625,-1.85390313291394
9.078125,-3.21093756047584
9.09375,-4.43136652245148
9.109375,-4.93923470615714
9.125,-3.29712971164304
9.140625,1.4688375538901
9.15625,1.16793796464967
9.171875,-2.03714859186333
9.1875,-4.77476602603342
9.203125,-7.62449824996804
9.21875,-8.34118758756009
9.234375,-11.2877537539976
9.25,-9.6761018386585
9.265625,-4.88383727243925
9.28125,1.05758422683047
9.296875,2.31690231369092
9.3125,10.6598983466216
9.328125,18.6297964127176
9.34375,17.9440102411619
9.359375,25.4486537122966
9.375,19.421094320997
9.390625,14.0201283739583
9.40625,22.3352119021571
9.421875,33.9121390009908
9.4375,39.7865177942771
9.453125,48.0639923928751
9.46875,56.1842025291764
9.484375,58.9003278494443
9.5,62.0495802935932
9.515625,51.3773114646603
9.53125,48.5979314049283
9.546875,53.279909530653
9.5625,60.5247806853414
9.578125,74.6534797478351
9.59375,79.5889354024263
9.609375,74.0754480365267
9.625,73.7498792227968
9.640625,78.6680526882535
9.65625,76.3428345449877
9.671875,74.3751556808715
9.6875,78.2733794999199
9.703125,81.5921795712547
9.71875,72.2974698891888
9.734375,67.6498036721922
9.75,76.8637609405317
9.765625,77.3434152082834
9.78125,69.233756888197
9.796875,70.6168946171273
9.8125,81.3765463143859
9.828125,83.4820617517785
9.84375,76.5085413628569
9.859375,72.4843751320499
9.875,72.850534650995
